目标类型ID,目标ID,目标名称,部署位置,描述,目标位置,目标速度（m/s）,国家,所属军种,服役时间,主要功能,备注
MBLX005,MB4002,T72,,主战坦克,,最高公路行驶速度为60 km / h，最高越野速度为45 km / h,俄罗斯,陆军,1970至今,主要执行与对方坦克或其他装甲车辆作战，也可以压制、消灭反坦克武器、摧毁工事、歼灭敌方有生力量,
